client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
6f3cdaef649635685d3a90ee62bab981848e6ed6f25f28b9b43c2f3d4ac51b4e42a36ead3b4b83add1e9bd60f0c66f05ecfe7c7c5154b6345a1c2f1c85b32fa8	common_voice_hi_24004901.mp3	जर्मनी चाहता था कि रूस युद्ध से बाहर रहे।	2	0				hi	
3e444b1d4cdc23e8a54c43d1ac3345d6835dbaa76477746b5e5250bce5018392d78fb03ea06a10b718ac956846d3e8010411d57ef75bf8debac74979ebf00f1d	common_voice_hi_23832954.mp3	दरवाज़ा खोलिए।	2	0				hi	
3e444b1d4cdc23e8a54c43d1ac3345d6835dbaa76477746b5e5250bce5018392d78fb03ea06a10b718ac956846d3e8010411d57ef75bf8debac74979ebf00f1d	common_voice_hi_23832956.mp3	मुझे मूर्ख बनना पसंद नहीं है।	2	1				hi	
c3ef3ab4323cf25135e6b13c5baf4f313c3c59fea4cf21337ecb956e033b5b79db26a65c4279f7092dda2c2d1a5175e591e08ba495a247500fe295c3b8cc5327	common_voice_hi_23964612.mp3	आप दोनों देख रही हैं।	2	0	teens	male		hi	
c3ef3ab4323cf25135e6b13c5baf4f313c3c59fea4cf21337ecb956e033b5b79db26a65c4279f7092dda2c2d1a5175e591e08ba495a247500fe295c3b8cc5327	common_voice_hi_23964614.mp3	यह रही तेरी चाय।	2	0	teens	male		hi	
80df1054d490d23f8c2523fa0495d60f3cc205e34e95d436f6c923158601404372c2ddea0d8239b414c6a6e342198453e814db3f980e01b97817acc51ea7adc4	common_voice_hi_24016297.mp3	दिल्ली-एनसीआर में सुहावने मौसम के बीच ट्रैफिक जाम बना लोगों के लिए मुसीबत	2	0	fourties	male		hi	
80df1054d490d23f8c2523fa0495d60f3cc205e34e95d436f6c923158601404372c2ddea0d8239b414c6a6e342198453e814db3f980e01b97817acc51ea7adc4	common_voice_hi_24016299.mp3	महिलाओं के लिये स्ट्रिप क्लब है।	2	0	fourties	male		hi	
80df1054d490d23f8c2523fa0495d60f3cc205e34e95d436f6c923158601404372c2ddea0d8239b414c6a6e342198453e814db3f980e01b97817acc51ea7adc4	common_voice_hi_24016300.mp3	बरसों तक जिसे खून समझती रही दुनिया, बाद में वो निकला गर्म पानी	2	0	fourties	male		hi	
ae0a0fe60554522906f5f10d702870d8b639c50f99a9ba0d357814bdce5f39421c6e2ac11f10a3e1b2d1bc606b887b6fc12d2b50fa34afe36a725b6191d5ab4b	common_voice_hi_23809919.mp3	आतंकवादी लखनऊ को भी दे सकते हैं पठानकोट जैसा घाव!	2	0	fourties	female		hi	
ae0a0fe60554522906f5f10d702870d8b639c50f99a9ba0d357814bdce5f39421c6e2ac11f10a3e1b2d1bc606b887b6fc12d2b50fa34afe36a725b6191d5ab4b	common_voice_hi_23809924.mp3	मुझे अपने पिता की ग़रीबी पर शर्म नहीं आती है।	2	0	fourties	female		hi	
ae0a0fe60554522906f5f10d702870d8b639c50f99a9ba0d357814bdce5f39421c6e2ac11f10a3e1b2d1bc606b887b6fc12d2b50fa34afe36a725b6191d5ab4b	common_voice_hi_23809931.mp3	तुम गाड़ी चला सकते हो क्या?	2	1	fourties	female		hi	
0a073b2441b86a13d80728f1a14413d473c4091d1053a3a53982f2c2698abb2a31f35efaefaad9b678d4cf8b27aecc058d4f664d005474a90b8af287ff58c303	common_voice_hi_23849284.mp3	ईटिकट कारोबार में आईआरसीटीसी को मिल सकती है चुनौती	2	0				hi	
0a073b2441b86a13d80728f1a14413d473c4091d1053a3a53982f2c2698abb2a31f35efaefaad9b678d4cf8b27aecc058d4f664d005474a90b8af287ff58c303	common_voice_hi_23849286.mp3	वह रोया और और रोया।	2	0				hi	
0a073b2441b86a13d80728f1a14413d473c4091d1053a3a53982f2c2698abb2a31f35efaefaad9b678d4cf8b27aecc058d4f664d005474a90b8af287ff58c303	common_voice_hi_23849287.mp3	सब लोग मुझपर हँसे।	2	1				hi	
0a073b2441b86a13d80728f1a14413d473c4091d1053a3a53982f2c2698abb2a31f35efaefaad9b678d4cf8b27aecc058d4f664d005474a90b8af287ff58c303	common_voice_hi_23849288.mp3	वनडे से बेहतर टेस्ट क्रिकेटर है कोहली: कोच	2	0				hi	
4f7f65a3c1d0ad3bc8c1b1b9d1f99a33e4785aac4a57bf5803876af5b7bd8c4d96f9ce70fa5d287f0aa26fa4aa86e8572fa595a5554dc71ae32d82496237da62	common_voice_hi_23827473.mp3	यह कुर्सी आपकी है।	2	0	twenties	male		hi	
4f7f65a3c1d0ad3bc8c1b1b9d1f99a33e4785aac4a57bf5803876af5b7bd8c4d96f9ce70fa5d287f0aa26fa4aa86e8572fa595a5554dc71ae32d82496237da62	common_voice_hi_23827474.mp3	मैं अभी छोड़ने वाली नहीं हूँ।	2	0	twenties	male		hi	
4f7f65a3c1d0ad3bc8c1b1b9d1f99a33e4785aac4a57bf5803876af5b7bd8c4d96f9ce70fa5d287f0aa26fa4aa86e8572fa595a5554dc71ae32d82496237da62	common_voice_hi_23827476.mp3	चाय-वाय कुछ लोगी?	2	0	twenties	male		hi	
4f7f65a3c1d0ad3bc8c1b1b9d1f99a33e4785aac4a57bf5803876af5b7bd8c4d96f9ce70fa5d287f0aa26fa4aa86e8572fa595a5554dc71ae32d82496237da62	common_voice_hi_23827477.mp3	उसका कहा हुआ एक शब्द भी सुनने लायक नहीं है।	2	0	twenties	male		hi	
dbe55388d2e8bae8e64412f527e29fa3691a1c13adcaa6b80313b3e475d2df28d0428a6151d9cd42018d943718c830d69a80c5bf8a6a88200e4c6ba36ad6a748	common_voice_hi_23852746.mp3	टॉम को क्या हुआ है?	2	0	twenties	male		hi	
dbe55388d2e8bae8e64412f527e29fa3691a1c13adcaa6b80313b3e475d2df28d0428a6151d9cd42018d943718c830d69a80c5bf8a6a88200e4c6ba36ad6a748	common_voice_hi_23852747.mp3	शनिवार हफ़्ते का आखिरी दिन होता है।	2	0	twenties	male		hi	
dbe55388d2e8bae8e64412f527e29fa3691a1c13adcaa6b80313b3e475d2df28d0428a6151d9cd42018d943718c830d69a80c5bf8a6a88200e4c6ba36ad6a748	common_voice_hi_23852749.mp3	मेरा शौक गिटार बजाना है।	2	0	twenties	male		hi	
dbe55388d2e8bae8e64412f527e29fa3691a1c13adcaa6b80313b3e475d2df28d0428a6151d9cd42018d943718c830d69a80c5bf8a6a88200e4c6ba36ad6a748	common_voice_hi_23852750.mp3	टॉम अभी भी स्कूल में है?	2	1	twenties	male		hi	
64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0	common_voice_hi_23834324.mp3	चाय-वाय कुछ लेंगे आप?	2	0				hi	
64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0	common_voice_hi_23834325.mp3	उसका दिल साफ़ है।	2	0				hi	
64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0	common_voice_hi_23834326.mp3	महिलाएँ दुनिया बदल देती हैं।	2	0				hi	
64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0	common_voice_hi_23834327.mp3	नृत्य हर एक संस्कृति का एक सुंदर भाग होता है।	2	0				hi	
64fcf403ddfb930184eae9b9ad9fbb9a712ebab06fdb5e7dbe7621dcd2cd5101f593c37e8e254ff38294b6dcc8bec4808c197c2d7599c0c4126045b1ac9b51d0	common_voice_hi_23834328.mp3	मुझे अंग्रेज़ी और संगीत पसंद हैं।	2	0				hi	
ac38b13197dccd9b8389b7ea08fa62f18a0ad7549e1dcb0ac6d9a05f3c3cf0e1a38c50b32020c420310616620b70345d1c7ec60431e9af8f1dd471d271dd2c81	common_voice_hi_23901985.mp3	मुझे बस उसका नाम बता।	2	0				hi	
ac38b13197dccd9b8389b7ea08fa62f18a0ad7549e1dcb0ac6d9a05f3c3cf0e1a38c50b32020c420310616620b70345d1c7ec60431e9af8f1dd471d271dd2c81	common_voice_hi_23901986.mp3	वह सेव सड़ने लगा है।	2	0				hi	
ac38b13197dccd9b8389b7ea08fa62f18a0ad7549e1dcb0ac6d9a05f3c3cf0e1a38c50b32020c420310616620b70345d1c7ec60431e9af8f1dd471d271dd2c81	common_voice_hi_23901987.mp3	वह दस साल का लड़का था।	2	0				hi	
ac38b13197dccd9b8389b7ea08fa62f18a0ad7549e1dcb0ac6d9a05f3c3cf0e1a38c50b32020c420310616620b70345d1c7ec60431e9af8f1dd471d271dd2c81	common_voice_hi_23901988.mp3	मेरे लिए थोड़ी जगह बनाओगे क्या?	2	0				hi	
ac38b13197dccd9b8389b7ea08fa62f18a0ad7549e1dcb0ac6d9a05f3c3cf0e1a38c50b32020c420310616620b70345d1c7ec60431e9af8f1dd471d271dd2c81	common_voice_hi_23901989.mp3	टॉम को कुछ पिलाओ।	2	0				hi	
ef72dad515c406393c07ffac9b57e6cd1e83073c82a001d49ea19a30fd9976d0d50d4c5cffcfdbec8ea222c152695775d85c227194f2e56516531e1c8e76ff70	common_voice_hi_23936419.mp3	"'कुछ कुछ लोचा है' में सनी लियोन का बिकिनी लुक"	2	1				hi	
ef72dad515c406393c07ffac9b57e6cd1e83073c82a001d49ea19a30fd9976d0d50d4c5cffcfdbec8ea222c152695775d85c227194f2e56516531e1c8e76ff70	common_voice_hi_23936421.mp3	यह रही आपकी चाबी।	2	0				hi	
ef72dad515c406393c07ffac9b57e6cd1e83073c82a001d49ea19a30fd9976d0d50d4c5cffcfdbec8ea222c152695775d85c227194f2e56516531e1c8e76ff70	common_voice_hi_23936422.mp3	टॉम ने आकाश की तरफ देखा।	2	0				hi	
ef72dad515c406393c07ffac9b57e6cd1e83073c82a001d49ea19a30fd9976d0d50d4c5cffcfdbec8ea222c152695775d85c227194f2e56516531e1c8e76ff70	common_voice_hi_23936423.mp3	मैं शहर का नक्शा खरीदना चाहता हूँ।	2	0				hi	
ef72dad515c406393c07ffac9b57e6cd1e83073c82a001d49ea19a30fd9976d0d50d4c5cffcfdbec8ea222c152695775d85c227194f2e56516531e1c8e76ff70	common_voice_hi_23936424.mp3	मेरी छड़ी कहाँ है?	2	0				hi	
f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa	common_voice_hi_23937109.mp3	इस वजह से हुआ दावत-ए-इश्क की रिलीज में फेरबदल	2	1				hi	
f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa	common_voice_hi_23937110.mp3	उस संस्कृति में लोग रंग-बिरंगी कपड़े पहनते हैं।	2	0				hi	
f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa	common_voice_hi_23937111.mp3	यह सशक्त लोकपाल नहीं हैः लालू यादव	2	0				hi	
f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa	common_voice_hi_23937112.mp3	इसलिए क्योंकि तुम लड़की हो।	2	0				hi	
f8c05fcdb50a537ce73d8e72c60b569d19a31b8e0792bf6ea46d66c769fb708c0087e260a59f3e48f8272304ee14cb57fecdf53a2873f5d72ca5a3378a149caa	common_voice_hi_23937113.mp3	"कौन बनेगी एमएस धोनी की 'वाइफ', आलिया भट्ट या श्रद्धा कपूर?"	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833315.mp3	हम एक फ़िल्म देख रहे हैं।	2	1				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833316.mp3	बोतल छोड़ दो।	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833317.mp3	मुझे एक कप चाय चाहिए।	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833318.mp3	हमें नहीं पता हम कहाँ हैं।	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833319.mp3	पाकिस्तान में आतंकी हाफिज सईद के बेटे पर भी आतंकवादी हमले का खतरा	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833327.mp3	मुलायम के आशीर्वाद पर अखिलेश बोले- नेताजी जिंदाबाद, शिवपाल नदारद	2	1				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833328.mp3	मैं स्कुल जाना नहीं चाहता हूँ।	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833329.mp3	आम चुनावों के लिए कांग्रेस सतर्क, जाट आरक्षण से फिर वोट बटोरेगी कांग्रेस	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833331.mp3	उसने प्रतियोगिता फिरसे जीत ली।	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833333.mp3	किसी ने मेरी पतंग काट ली है।	2	0				hi	
b9854a362f9f2796f98c3105310553f5d5b1d2aea5f247080a0d9ab5d329ac51e5e519bad74bd68b022867bb103a42741c9523a32ce80c3a4ac8ed64c4bde957	common_voice_hi_23833334.mp3	हम सब टॉम को जानते हैं।	2	0				hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809699.mp3	लुई, तुम्हारे दोस्त आ रहे हैं।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809700.mp3	लगता है मुझे सहायता की आवश्यकता है।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809701.mp3	उसने मुझे चिट्ठी का जवाब न देने के लिए डाँटा।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809702.mp3	यहाँ आसपास में एक झोपड़ी हुआ करती थी।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809709.mp3	गर्भवती ने बुरका क्या पहाना, भड़क गया दंगा	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809710.mp3	बच्चे बगीचे में खेल रहे हैं।	2	1	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809711.mp3	इस द्वीप पर बहुत कम लोग रहते हैं।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809713.mp3	तुम्हें थोड़ा ज़्यादा समझदार होना चाहिए।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809719.mp3	तुम यहाँ सारे के सारे पेड़ काट डालोगे क्या?	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809720.mp3	वह मुझपर गुस्सा हो गया।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809721.mp3	उत्तर प्रदेश में चल रहे नौ फर्जी विश्वविद्यालयों की जांच एसआईटी को	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809722.mp3	काला रंग तुम पर जँचता है।	2	0	twenties	male		hi	
5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99	common_voice_hi_23809723.mp3	वह शादीशुदा नहीं है।	2	0	twenties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824449.mp3	तुम अंधेरे में क्यों बैठी हो?	2	1	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824450.mp3	वह मुझसे दो साल छोटी है।	2	1	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824451.mp3	मेरी नज़र इन दिनों कमज़ोर हो रही है।	2	1	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824452.mp3	वह तीन घंटों में वापस आएगा।	2	1	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824453.mp3	वे पाँच बजे चाय पीतीं हैं।	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824456.mp3	महाराष्ट्र पब्लिक सर्विस कमीशन में वैकेंसी	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824458.mp3	उसने सब कुछ अपने-आप किया।	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824459.mp3	दुनिया बदल गई है।	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824460.mp3	यह आपका फ़ैसला नहीं है।	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824468.mp3	मैं सीरिया से हूँ।	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824470.mp3	हम अंदर आ रहे हैं।	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824471.mp3	आप किसके साथ खा रहीं हैं?	2	0	fourties	male		hi	
984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea	common_voice_hi_23824473.mp3	वह बहुत पैसेवाली औरत है।	2	0	fourties	male		hi	
79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5	common_voice_hi_23833600.mp3	आफ़्रिका में कई शेर हैं।	2	0				hi	
79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5	common_voice_hi_23833601.mp3	आज के युवाओं को नहीं मालूम पहले विश्वयुद्ध की तारीखें	2	0				hi	
79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5	common_voice_hi_23833602.mp3	मुम्बई भारतीय राज्य महाराष्ट्र की राजधानी है।	2	1				hi	
79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5	common_voice_hi_23833603.mp3	उसने मुझे वह नियम समझाया।	2	0				hi	
79741f3153a904c0ddeb1d81d69b137d61adb2a3f1c8ea30fd32a88a4f7028bbb73f1515f3cac14ad147b8c1845846d96d9333173f71677d207b7ff1357a37c5	common_voice_hi_23833604.mp3	मेरे पापा आमतौर पर छः बजे घर लौटकर आते हैं।	2	0				hi	
